cgpa,skills_score,projects,internship,certifications,job_fit_score
7.73,9,7,1,8,168.2
5.45,7,5,1,2,112.84
7.09,7,9,0,0,121.59
9.27,10,1,0,4,138.44
9.28,7,6,1,6,162.65
5.5,9,0,1,2,102.18
5.45,5,2,1,8,108.25
6.31,6,0,0,0,77.64
9.37,3,0,1,5,115.41
5.64,1,4,0,5,79.37
8.6,2,5,0,7,122.24
5.51,8,2,1,2,109.52
8.12,1,2,0,4,90.33
6.78,10,2,1,4,134.85
8.94,7,0,1,7,136.03
6.17,5,4,0,6,106.82
8.2,6,0,0,2,102.99
6.18,8,9,1,6,155.25
8.57,4,9,0,7,146.95
9.37,6,2,0,4,124.01
5.63,3,5,0,4,91.29
9.33,7,10,1,0,157.8
7.97,2,5,1,7,126.28
5.64,8,2,0,5,104.16
7.14,7,8,1,5,144.69
5.8,8,7,1,4,132.42
8.5,2,10,0,4,125.73
8.79,3,2,0,2,102.07
5.53,4,4,0,2,87.81
7.53,9,4,1,1,131.85
9.07,5,4,1,8,147.37
9.68,6,2,0,7,139.38
7.57,1,4,1,2,98.54
9.75,4,4,1,4,140.24
7.68,4,3,1,4,115.2
6.97,10,3,0,7,137.46
9.24,8,1,1,5,140.77
7.46,8,8,1,6,159.77
7.36,10,6,0,4,146.75
7.45,6,0,1,0,99.81
9.23,8,4,1,7,160.16
9.16,9,1,0,3,133.79
7.02,5,9,1,4,140.2
6.67,1,5,0,0,78.11
7.46,1,6,1,2,103.14
7.86,2,1,1,1,89.4
6.19,2,10,0,1,103.48
8.97,5,5,0,0,115.2
7.43,7,2,0,5,114.99
6.67,7,8,1,7,150.4
5.53,4,3,1,2,92.17
6.19,4,2,0,0,80.28
9.75,10,10,0,1,168.65
6.53,3,2,0,2,81.66
5.84,2,1,1,5,85.2
7.3,3,8,1,2,120.97
6.54,8,7,0,8,147.36
5.18,1,4,1,0,72.57
6.62,4,8,1,6,131.1
7.72,7,1,1,7,133.54
7.76,5,5,0,8,132.7
6.78,2,6,1,7,117.26
7.24,1,5,0,4,92.51
9.83,6,2,0,0,117.44
6.89,5,9,0,0,116.03
6.29,3,9,0,7,121.39
6.22,9,9,0,6,150.85
7.29,3,8,0,4,116.13
8.8,2,7,1,2,125.22
6.03,5,7,0,8,127.59
8.55,9,7,1,3,159.69
5.11,8,8,1,5,134.19
7.09,6,0,1,3,104.95
8.88,3,7,1,8,148.41
6.69,6,1,0,3,98.56
7.82,5,3,1,7,129.51
6.02,1,0,0,2,62.65
8.71,5,5,0,7,133.08
5.26,7,9,1,2,129.42
9.26,9,0,0,4,130.62
5.99,1,4,1,0,81.62
9.37,3,8,0,5,134.03
6.76,8,0,0,1,97.95
8.61,6,8,0,2,136.42
6.6,5,3,1,0,102.83
9.53,10,2,1,5,157.58
5.63,2,7,0,4,95.9
5.89,3,5,0,1,83.46
7.47,2,6,1,7,125.1
5.41,1,8,0,8,103.54
5.98,7,4,1,2,114.07
9.72,3,1,1,5,117.78
9.88,7,2,1,5,147.89
6.88,7,2,1,5,120.89
9.62,8,3,0,7,147.7
7.72,1,9,1,4,121.68
6.35,5,6,1,7,128.68
8.51,10,9,1,2,171.1
8.29,9,5,1,6,160.26
9.95,7,2,0,0,123.89
6.33,1,6,1,3,96.55
8.36,8,3,0,4,131.31
5.26,3,9,1,6,119.85
5.57,4,10,1,5,131.46
5.02,4,10,0,5,116.01
10.0,10,7,1,1,169.67
9.01,8,6,0,1,141.17
8.93,1,6,1,1,114.48
7.55,8,8,0,7,150.62
6.5,9,7,0,6,139.66
5.76,9,0,0,0,88.36
6.42,5,6,0,8,127.69
6.88,4,2,0,7,102.01
8.78,4,3,1,8,140.0
7.7,9,5,0,3,133.45
5.39,8,4,0,4,108.75
5.09,10,7,1,4,142.48
5.51,10,1,0,8,123.94
7.05,7,4,1,7,139.53
9.67,3,4,1,5,134.68
8.19,4,2,0,0,91.89
9.01,9,9,0,6,172.74
7.33,8,4,0,8,139.13
6.81,1,3,0,3,79.74
5.54,3,10,0,3,108.53
9.38,10,4,0,4,155.16
8.92,2,9,1,7,149.11
5.84,2,8,1,4,106.41
7.56,8,6,1,3,145.27
7.44,6,0,1,7,122.12
8.13,6,2,0,4,114.25
9.73,4,8,0,7,151.08
7.9,1,3,1,0,90.42
7.7,7,3,0,2,110.65
5.25,8,9,0,6,135.21
5.31,2,5,1,0,81.79
5.94,2,2,1,4,87.18
5.16,1,2,1,5,78.25
8.72,4,8,1,0,133.06
8.62,6,4,0,6,131.31
5.68,5,6,1,8,130.26
9.18,4,4,0,8,134.67
5.77,4,5,1,2,104.91
6.51,10,7,1,3,152.51
6.24,7,7,1,0,126.44
6.86,7,1,0,3,100.52
6.27,2,10,0,4,112.87
7.44,7,8,0,6,143.12
7.04,2,9,0,4,120.86
9.93,4,5,1,7,151.69
5.28,1,6,1,6,102.07
5.71,5,2,1,0,89.56
5.26,1,3,1,1,66.84
8.13,4,5,0,6,121.47
5.27,9,6,1,2,125.81
9.18,8,5,1,1,145.68
7.56,6,4,1,8,141.2
7.64,8,1,0,7,127.08
7.81,5,6,0,7,127.21
5.85,7,4,0,2,103.36
5.99,8,8,1,8,152.94
6.59,7,10,0,7,151.51
7.97,4,3,0,1,99.92
6.05,5,9,1,6,137.04
5.58,10,1,0,7,120.1
9.85,6,6,1,6,157.43
5.11,6,6,1,8,130.2
9.01,9,0,0,6,134.32
8.94,10,10,1,6,187.91
6.49,2,4,1,0,90.52
5.68,6,2,1,1,96.97
5.73,3,8,1,4,113.49
8.49,2,8,0,0,108.69
8.21,6,6,1,6,148.44
8.91,4,8,0,4,135.89
9.69,5,1,1,4,128.56
8.46,5,10,1,7,161.27
5.78,3,9,1,8,129.12
6.22,4,7,1,0,106.24
9.21,3,9,1,3,143.3
6.05,7,9,1,1,132.29
5.36,1,9,1,8,117.58
8.52,6,0,0,8,121.9
7.01,4,2,0,0,87.86
9.6,1,7,0,2,117.5
8.25,1,10,1,7,144.39
5.45,5,7,0,1,100.55
9.74,5,9,1,1,152.06
6.29,10,7,0,1,132.16
6.69,7,10,0,4,140.94
7.01,4,10,1,8,151.71
5.26,9,6,1,6,137.1
7.48,4,1,1,6,113.31
5.62,7,2,1,1,101.27
7.0,5,8,1,1,122.42
6.75,5,1,0,4,95.2
8.86,6,6,1,6,150.3
9.02,8,0,1,6,139.06
5.77,5,2,1,8,112.82
6.83,3,0,0,2,72.65
6.87,6,5,1,0,114.83
5.76,2,3,0,8,92.19
8.99,8,0,0,0,113.45
8.54,8,4,0,7,144.38
5.95,3,3,0,4,87.16
6.83,8,10,1,7,165.48
5.53,9,9,1,6,152.4
8.14,5,10,1,8,160.79
5.61,5,9,1,1,118.63
9.93,6,1,0,8,138.93
8.9,7,6,0,4,140.36
6.95,3,7,1,4,120.17
7.89,5,3,1,0,110.0
9.56,1,8,1,5,140.66
7.77,10,2,0,2,126.22
5.87,5,5,0,2,98.56
6.89,4,10,0,2,121.13
9.22,1,6,1,3,120.74
8.22,7,6,0,8,146.5
8.25,1,5,0,7,111.46
9.33,8,8,0,5,162.46
9.47,10,0,1,7,157.01
9.6,2,8,0,7,142.75
5.47,10,8,1,0,137.69
7.72,5,3,1,8,135.25
8.7,6,4,1,0,121.56
8.78,9,2,0,1,129.44
8.03,7,6,1,8,157.8
5.83,6,1,0,6,99.49
8.99,5,7,0,0,126.69
8.6,6,8,1,2,146.85
5.43,4,5,1,0,91.3
7.32,1,8,1,4,120.45
5.87,9,5,0,3,119.42
6.69,5,2,1,7,115.53
5.09,8,9,0,8,140.25
7.0,7,2,1,3,117.24
7.75,8,1,0,2,112.0
8.1,1,4,1,3,104.59
8.32,9,3,1,2,142.23
9.18,1,5,0,5,114.37
6.08,3,4,1,0,87.9
5.6,8,5,1,1,116.38
9.26,1,3,1,7,121.29
5.78,1,2,1,2,74.5
9.87,6,0,0,3,116.96
9.21,5,4,0,0,112.5
7.5,6,5,0,2,116.62
9.91,3,4,0,0,109.35
5.49,10,4,0,4,119.99
6.52,10,5,1,0,133.09
8.19,6,3,0,8,133.22
6.75,2,3,1,6,103.51
9.64,8,10,0,7,181.7
5.33,6,7,1,8,139.06
7.75,4,10,0,7,143.97
7.95,4,7,1,2,126.7
8.26,7,2,0,6,127.65
6.28,3,6,1,6,114.78
6.82,3,4,1,6,111.84
9.22,6,4,1,7,147.38
5.97,9,2,1,3,118.54
9.13,1,1,1,5,104.61
7.81,5,2,0,1,99.75
8.81,1,6,1,6,125.99
8.57,1,2,1,8,116.1
6.04,3,10,1,4,126.8
7.84,3,1,0,3,93.1
9.34,4,3,1,1,119.0
7.16,3,4,1,6,116.91
9.83,6,6,0,1,136.35
7.26,4,0,0,1,83.63
5.71,8,7,1,8,149.28
6.95,1,9,1,1,112.18
9.76,8,2,0,2,128.74
6.6,1,10,1,2,112.46
9.34,1,5,1,1,114.79
9.41,7,3,1,2,139.41
6.75,1,4,0,8,98.76
5.42,9,9,1,2,139.38
8.62,8,5,1,4,152.56
6.56,1,1,0,6,75.5
8.91,2,2,0,0,90.9
7.21,2,7,0,0,95.89
7.43,2,7,1,1,109.43
8.89,6,0,1,0,112.12
6.91,4,9,0,0,110.52
7.22,8,7,1,3,144.78
6.88,1,10,0,2,105.96
6.84,10,1,1,0,120.18
7.63,4,9,1,2,133.36
9.04,10,9,1,0,164.53
6.81,5,7,1,2,120.69
7.62,9,9,1,3,158.8
8.35,5,4,1,7,139.74
6.35,3,0,0,2,72.89
6.39,4,7,1,2,118.44
9.67,10,4,0,8,165.31
8.62,7,0,1,8,140.56
7.89,1,3,0,5,91.21
8.24,6,0,0,3,104.94
5.15,8,8,1,4,135.66
8.09,1,9,1,8,140.21
7.55,8,1,1,0,113.76
7.73,7,7,0,6,143.07
6.8,1,3,1,6,96.91
5.41,9,8,1,0,131.99
5.97,3,1,1,0,77.23
9.75,2,2,1,8,130.75
7.04,7,1,0,6,112.79
7.33,3,9,1,3,128.01
5.26,1,4,0,8,88.16
5.19,10,10,0,4,146.68
8.59,3,0,1,2,96.9
7.69,6,2,1,1,109.64
7.54,3,0,0,8,99.88
6.22,5,9,1,3,129.06
8.72,9,7,0,6,161.04
5.84,7,3,0,0,93.68
5.95,2,2,1,8,100.84
7.3,1,7,1,8,124.86
6.43,7,8,1,5,141.03
6.24,4,7,0,5,111.32
8.23,7,5,0,5,135.49
8.25,6,2,1,4,123.53
9.12,7,7,1,0,145.91
7.09,4,4,0,3,101.83
5.37,3,4,0,0,73.21
6.37,5,8,1,4,130.37
9.9,3,0,0,3,99.97
7.98,3,6,1,7,131.94
8.55,4,7,0,0,114.1
5.04,8,10,1,7,153.05
7.59,2,9,1,7,142.34
5.19,4,2,0,0,67.74
7.85,3,7,0,8,129.3
9.6,7,0,1,8,144.44
9.84,2,7,1,5,142.18
7.7,1,6,1,0,99.41
7.29,10,3,1,6,148.89
9.73,1,10,0,6,142.13
8.37,6,6,1,8,152.5
5.32,3,9,0,0,94.14
7.33,7,10,0,7,151.04
6.2,8,6,1,7,144.1
7.35,5,9,0,6,137.14
7.28,5,0,0,5,97.76
7.91,2,2,1,0,90.66
6.78,8,6,1,7,148.28
5.82,10,10,1,4,158.04
7.52,1,4,1,3,100.63
9.15,10,8,1,4,177.74
8.32,9,6,0,4,147.79
6.69,1,2,1,2,81.39
9.68,1,0,1,3,103.58
9.56,1,4,0,3,109.54
6.05,7,9,1,7,147.8
5.2,4,4,1,4,99.91
8.71,7,6,1,5,152.72
9.14,5,0,0,1,102.96
9.84,7,9,1,8,183.69
9.45,10,1,1,7,160.7
8.0,7,10,1,7,171.01
7.65,4,5,1,4,122.61
5.14,2,7,1,4,104.47
6.23,8,3,0,2,108.89
7.3,2,2,1,1,91.25
8.14,9,2,1,8,151.7
7.79,5,2,1,5,120.04
8.71,9,1,1,7,151.33
6.4,9,0,1,3,116.61
7.82,8,4,0,4,128.1
5.44,8,9,0,4,131.78
7.07,4,4,1,3,112.49
8.75,4,4,1,1,118.75
8.47,2,3,0,5,105.49
9.95,4,2,0,3,116.45
6.39,4,2,0,3,83.62
7.49,6,1,1,2,107.31
6.65,3,4,0,7,107.13
7.2,2,3,1,5,104.14
9.28,8,5,1,8,168.66
8.42,2,1,0,4,93.36
9.41,8,1,1,5,142.65
6.02,7,7,1,8,144.21
9.37,3,5,0,3,119.59
5.3,6,2,1,6,109.25
9.44,6,4,0,5,140.92
6.65,10,2,0,5,125.21
6.57,5,10,0,5,135.92
7.56,8,1,1,3,121.76
9.7,5,2,0,5,126.6
5.24,7,0,0,6,95.27
6.76,6,6,1,1,120.84
9.28,7,5,0,8,153.25
6.98,9,4,1,6,143.6
6.0,3,5,1,2,100.77
7.12,10,7,0,6,151.31
6.93,7,2,0,4,111.06
9.58,10,2,1,8,170.13
8.81,3,4,0,5,119.25
7.53,2,4,1,6,116.15
9.94,7,10,0,3,164.68
7.33,4,0,1,1,90.34
5.29,1,3,0,3,66.76
6.31,6,8,0,8,134.21
7.18,6,7,1,2,128.97
5.78,6,2,0,6,102.27
9.74,2,4,0,3,111.45
8.83,1,4,1,2,110.07
6.34,3,6,1,4,110.57
7.95,2,7,1,1,114.82
8.61,6,8,0,3,139.33
9.71,6,6,0,6,146.84
9.41,5,1,1,1,119.44
7.58,10,7,1,5,165.0
8.87,10,7,0,4,162.61
7.81,5,10,1,2,144.68
7.76,9,1,1,4,131.59
5.57,5,5,1,6,116.11
5.63,10,9,0,2,137.95
7.65,6,0,0,7,115.27
6.34,4,10,1,6,139.53
5.11,10,6,0,3,125.8
8.61,1,9,0,4,120.86
5.16,4,1,1,3,86.5
7.98,2,4,0,1,91.97
7.7,10,6,1,8,170.05
9.84,3,9,0,0,129.02
7.42,7,10,1,7,167.15
5.32,7,8,1,3,130.35
7.76,1,0,1,8,98.11
9.21,8,8,0,2,154.29
9.98,7,10,1,6,187.63
7.15,1,4,0,2,83.5
6.6,8,5,1,6,140.56
9.53,2,7,0,1,119.74
5.96,8,10,1,2,143.78
8.08,3,1,1,7,114.61
7.03,10,6,0,6,152.02
5.21,7,3,1,2,101.93
6.74,6,8,1,7,145.31
6.33,5,5,0,8,120.44
8.43,10,6,0,1,141.2
9.74,2,10,1,1,140.21
6.34,2,5,1,6,107.96
9.06,1,10,0,7,140.38
5.28,9,7,1,4,138.6
7.69,8,5,1,1,131.16
5.35,8,6,0,4,117.44
9.67,1,7,1,2,124.98
8.83,5,0,1,8,129.22
8.29,6,9,0,1,133.12
9.12,2,3,1,8,129.86
8.24,10,5,1,1,147.51
9.84,5,0,1,0,114.94
8.57,6,3,1,5,135.55
9.62,9,5,1,5,165.04
7.59,10,6,0,3,146.46
5.59,1,5,1,1,85.52
7.64,10,10,1,2,167.71
5.63,3,3,0,5,86.6
7.96,9,6,1,3,149.59
7.41,1,9,1,4,124.44
8.11,1,1,1,8,109.55
5.05,1,5,0,4,75.77
5.97,7,4,1,7,128.42
7.46,5,1,0,1,92.57
9.75,6,8,0,5,152.67
6.92,8,6,1,5,143.09
7.12,2,2,0,4,84.89
8.57,2,6,0,5,115.57
8.02,3,10,0,4,129.71
6.49,3,10,0,1,111.77
7.05,3,5,1,4,109.92
6.09,4,6,1,0,103.57
9.83,3,3,1,2,122.16
5.65,2,9,1,6,121.16
6.86,9,7,0,3,137.39
5.13,6,7,1,7,129.28
6.11,3,6,1,2,102.24
8.9,9,6,0,6,160.2
6.01,4,9,1,1,118.04
5.4,4,7,0,7,111.22
7.37,8,0,1,2,116.8
5.05,7,5,1,5,119.51
5.42,7,1,1,1,95.39
9.04,10,0,0,6,139.1
8.86,7,9,1,3,161.93
9.58,10,6,1,5,173.62
9.27,5,5,0,1,121.58
8.42,7,4,1,2,133.02
5.26,4,4,1,2,94.62
8.91,8,8,0,3,153.09
9.23,9,8,0,0,148.61
9.0,3,5,1,5,132.78
7.54,7,2,0,5,115.39
6.16,10,6,0,3,136.7
9.23,9,3,0,7,150.79
8.64,1,4,1,4,114.19
9.9,2,6,1,3,132.63
5.78,7,6,0,6,123.71
6.13,2,9,0,7,113.69
6.06,7,7,1,1,126.16
8.96,1,0,0,0,76.8
5.93,3,4,0,5,94.42
5.33,5,8,1,1,112.48
9.99,6,6,1,7,165.2
5.12,9,10,1,4,146.22
9.18,9,1,0,1,125.1
6.83,3,0,0,4,80.77
9.21,8,7,0,1,143.25
7.77,4,8,1,5,139.45
9.51,7,9,0,7,168.79
9.63,6,4,1,1,136.55
5.05,8,10,1,5,145.16
5.38,6,5,0,5,108.84
6.25,4,1,1,0,84.5
8.35,2,10,0,8,140.97
9.44,7,4,0,7,147.86
7.3,4,3,1,3,111.76
8.03,9,7,0,6,152.87
5.94,9,7,1,3,138.9
9.02,7,4,1,7,154.88
9.84,5,10,1,1,153.53
6.34,3,7,0,1,99.51
7.47,3,5,0,2,101.3
5.43,9,9,0,3,135.36
7.8,9,5,1,5,154.6
7.51,4,3,1,4,114.94
5.72,1,9,0,6,100.31
7.21,10,10,1,5,172.98
6.67,5,2,0,3,95.79
7.61,8,8,0,8,154.7
7.93,10,4,0,6,143.85
5.04,4,9,0,0,97.26
8.81,10,9,1,7,184.94
8.57,10,3,0,3,143.64
6.83,4,5,1,6,123.18
5.26,9,3,1,1,114.82
8.77,9,5,0,2,141.26
9.78,7,9,0,0,150.71
6.2,10,7,1,1,140.71
6.62,8,7,0,4,134.95
5.92,4,5,1,1,96.28
7.88,8,0,1,5,129.85
5.77,6,0,1,5,102.53
6.78,3,2,1,5,101.94
8.49,7,1,0,2,112.06
7.8,3,0,0,2,82.81
6.93,7,0,0,6,109.02
7.1,5,5,1,3,123.24
7.81,4,6,0,5,120.42
5.03,3,7,1,7,110.83
5.39,8,2,1,2,112.11
9.41,4,0,1,8,130.59
5.39,8,4,0,8,122.33
8.53,10,7,0,2,154.65
9.6,3,10,1,5,158.67
6.35,10,10,0,4,153.81
6.85,9,3,1,3,129.87
7.84,6,1,0,7,119.09
9.41,5,8,0,8,158.45
9.71,5,8,0,8,155.24
8.7,3,2,1,4,115.03
5.43,2,6,0,4,90.06
8.35,6,0,0,2,103.3
7.05,1,7,1,8,123.5
7.35,7,7,0,0,124.2
5.25,5,2,1,2,90.54
5.96,4,4,0,6,101.64
8.95,9,3,1,6,157.25
7.27,10,6,1,4,153.8
6.51,1,10,0,5,109.29
6.92,4,6,1,3,118.79
9.27,3,10,1,7,160.63
8.74,6,7,0,3,136.23
6.36,5,4,0,5,106.63
5.59,7,10,0,4,125.34
6.26,1,4,0,5,88.5
9.6,5,7,1,2,147.63
7.91,2,4,1,2,102.59
7.67,2,0,0,6,87.99
7.98,2,10,0,0,116.75
6.83,9,2,0,0,105.33
9.04,10,1,0,0,127.24
7.62,3,9,1,5,135.95
5.58,4,4,1,3,100.49
5.65,5,7,1,5,123.26
7.68,4,8,1,0,122.91
9.68,4,8,1,3,149.24
6.54,5,0,0,3,85.35
9.35,10,0,0,1,124.21
8.82,9,0,1,0,123.71
6.24,9,0,1,7,123.82
5.18,6,8,0,5,115.25
5.51,3,0,1,3,78.81
8.64,6,6,1,1,135.79
6.0,10,5,1,4,140.69
6.86,4,8,1,8,141.89
7.51,3,10,0,6,134.58
8.63,6,8,1,3,150.83
5.57,6,3,1,4,106.57
7.03,2,8,1,7,130.41
7.43,9,5,1,4,146.85
7.7,8,4,1,5,147.01
9.09,6,8,0,5,149.75
5.86,1,6,0,7,97.63
9.04,2,8,0,4,126.12
8.46,4,4,1,0,113.81
7.78,7,3,1,3,128.2
8.5,9,9,0,2,154.11
7.06,10,2,0,1,117.84
5.69,5,4,1,6,115.78
8.33,10,8,1,6,175.79
7.62,2,2,0,7,101.66
8.2,1,0,1,4,94.0
6.69,10,1,1,0,115.76
9.53,1,9,0,5,130.35
7.94,5,4,1,5,130.39
5.43,7,2,1,7,116.24
7.25,9,5,1,1,133.9
8.78,9,10,0,8,182.69
8.97,8,7,1,5,162.83
7.47,1,5,1,0,91.74
9.47,5,9,0,8,159.22
6.34,6,8,1,7,144.17
7.05,6,5,1,0,116.57
9.49,4,4,1,7,146.72
9.48,1,3,0,6,109.31
8.43,3,1,0,4,98.9
9.29,10,5,1,5,171.62
5.44,4,1,0,3,75.23
9.32,4,4,0,8,136.01
6.6,4,0,0,8,93.16
5.89,5,2,0,0,83.65
6.2,9,9,0,8,156.56
7.09,4,4,0,2,97.36
6.26,9,6,0,1,123.71
6.6,9,7,0,3,137.45
5.67,1,6,0,3,80.82
6.48,5,6,1,8,133.65
7.86,9,10,0,3,159.58
7.21,4,1,0,4,93.81
6.73,5,5,1,5,124.74
8.73,4,4,1,3,125.0
9.47,2,10,1,0,137.52
8.78,10,8,1,1,166.3
6.66,2,9,0,2,105.49
8.72,2,10,0,3,124.57
5.76,1,3,0,4,76.36
5.65,3,6,1,2,101.67
6.73,10,10,0,0,141.35
9.04,1,7,0,7,123.96
6.23,4,5,1,7,121.89
5.32,1,2,1,3,74.92
5.66,4,10,1,6,129.32
9.29,3,4,1,3,122.71
8.17,9,0,1,2,126.98
6.27,1,7,0,6,102.48
7.78,8,10,1,5,166.04
7.64,9,1,1,0,119.81
8.28,7,9,0,8,159.46
6.17,1,6,0,1,83.98
9.32,4,8,0,2,132.93
6.55,10,0,1,4,123.04
8.47,1,3,1,2,98.45
5.08,4,6,0,2,88.11
6.86,3,8,0,7,126.53
6.76,2,1,1,3,86.72
7.72,1,1,0,1,72.94
5.36,6,5,0,4,104.48
8.95,7,2,0,1,116.34
6.09,6,3,0,7,111.5
8.39,9,2,1,2,136.15
9.02,9,0,1,1,130.16
7.81,2,5,1,2,105.95
8.7,2,10,0,2,127.42
8.31,9,10,1,0,160.37
6.78,1,1,1,2,77.9
9.04,5,1,0,2,105.95
6.47,1,6,0,3,87.68
7.86,7,4,1,7,145.38
8.73,9,7,0,8,168.61
6.89,6,1,0,0,87.71
6.51,2,9,1,0,104.42
7.3,6,7,1,5,139.32
9.09,9,6,1,0,150.82
9.65,3,9,0,4,137.73
7.73,9,7,0,0,133.61
8.31,8,10,0,7,166.36
9.52,7,2,0,4,131.1
5.49,8,7,0,5,124.03
6.16,10,5,0,3,129.44
8.54,6,1,1,7,136.68
9.12,3,5,1,8,144.81
9.29,7,4,0,8,148.11
7.08,4,2,1,0,95.94
5.45,10,0,1,6,122.67
7.19,5,6,1,3,125.42
6.15,8,1,0,7,114.58
6.46,7,0,1,6,116.01
8.86,7,0,1,0,117.66
5.38,8,6,0,0,105.4
9.14,10,0,0,0,124.6
7.14,3,8,0,1,110.44
7.98,3,5,1,1,113.61
5.45,2,3,1,8,102.66
6.69,1,3,1,4,87.33
5.45,10,4,0,0,110.78
9.81,6,1,0,6,130.99
9.04,6,4,0,1,123.34
7.3,10,1,1,2,126.13
6.12,8,3,1,3,118.93
9.67,6,9,1,2,161.14
6.72,6,10,0,2,127.66
5.8,1,4,0,8,91.92
7.82,7,5,1,3,136.49
9.72,7,5,1,7,163.36
5.02,10,8,1,0,133.3
6.19,9,3,0,5,119.29
9.69,7,4,1,0,136.98
5.86,8,5,0,4,118.56
5.57,4,3,1,6,102.13
7.85,9,5,1,0,140.27
9.31,1,1,1,8,115.88
7.39,8,6,1,8,158.66
9.97,3,2,1,5,126.03
8.4,1,9,1,1,122.58
5.37,2,3,1,1,74.75
9.96,6,8,1,8,178.53
7.04,5,4,1,3,118.59
6.44,3,8,1,5,122.39
7.79,9,9,0,1,144.66
6.52,8,9,0,3,138.09
5.43,3,9,1,1,104.41
5.01,2,9,1,2,102.13
7.25,8,5,0,1,119.37
9.18,5,7,0,7,146.97
7.86,9,4,0,4,134.6
10.0,1,4,1,4,121.37
6.43,10,2,1,7,143.88
6.4,3,6,1,7,122.78
5.8,5,1,1,6,100.43
5.82,2,10,0,4,106.81
6.43,3,2,0,6,94.12
8.96,4,1,0,0,97.65
9.53,4,7,0,2,127.46
9.88,9,3,1,2,153.4
6.16,1,9,0,1,93.82
9.41,9,7,0,5,159.37
6.64,9,7,1,2,141.32
5.56,6,7,1,3,121.24
9.35,1,7,1,2,123.9
8.18,6,7,0,6,138.8
5.82,8,8,0,3,126.06
7.15,5,1,1,4,106.95
6.44,5,8,1,6,135.42
8.68,1,7,1,3,120.43
7.27,1,10,1,5,127.87
9.95,8,9,0,8,180.19
5.27,5,0,1,5,95.74
6.78,8,4,0,4,123.94
7.41,10,10,1,0,161.91
7.52,2,1,1,7,104.16
6.58,4,9,0,4,118.63
8.65,10,4,1,4,158.77
9.37,9,7,1,2,163.96
9.69,3,8,1,1,139.01
9.03,6,8,0,0,132.44
9.25,7,0,0,8,134.32
7.75,3,6,1,4,122.67
9.13,1,10,1,3,136.11
6.52,2,7,0,6,107.41
6.99,10,9,0,3,151.92
6.58,7,2,0,1,100.22
7.34,7,5,1,8,146.96
6.43,1,10,1,7,128.11
9.81,10,2,1,3,156.15
6.56,7,8,1,7,151.99
5.49,10,2,0,8,127.9
7.63,6,1,0,1,101.7
5.29,6,8,0,3,112.35
5.55,7,10,1,5,147.34
6.1,7,7,0,6,130.01
7.32,1,7,1,4,111.38
7.17,10,1,0,6,128.03
9.0,5,5,1,3,136.92
8.7,8,4,1,7,158.03
7.13,8,1,0,2,105.02
6.67,3,4,0,2,88.82
6.58,3,3,0,4,90.59
8.87,7,8,0,5,151.23
5.26,4,0,0,2,64.32
5.06,6,5,0,1,89.07
8.98,9,6,1,4,162.06
7.39,10,5,0,5,144.59
5.65,2,4,1,2,88.55
6.18,2,3,1,6,96.7
9.66,6,4,1,2,136.61
9.3,3,8,0,1,123.32
8.55,1,4,0,3,98.4
7.41,2,9,0,2,113.31
7.6,7,7,0,6,143.25
9.88,4,6,0,7,143.27
9.83,2,3,0,2,107.35
6.08,8,9,1,5,147.92
9.06,4,4,1,0,118.59
5.99,4,6,1,4,113.76
6.07,2,5,1,1,94.35
8.38,1,2,1,0,91.03
7.03,1,9,0,6,113.66
9.66,3,2,0,3,107.74
5.45,6,1,1,4,98.89
7.56,7,2,1,1,113.33
9.59,9,10,1,7,192.28
9.52,5,9,0,2,142.88
5.78,9,0,0,6,110.19
6.83,8,8,0,0,127.89
8.1,1,1,0,0,73.96
5.8,3,2,0,6,84.12
9.84,8,4,0,0,132.28
9.57,9,9,0,8,180.38
5.83,4,3,1,8,113.98
5.61,6,4,1,7,123.08
5.43,4,5,0,7,103.92
9.55,9,4,1,3,161.1
5.97,2,9,0,3,105.87
7.08,6,0,1,4,111.13
7.24,3,5,0,8,118.36
8.0,10,8,0,2,152.88
5.36,4,2,1,3,90.64
6.13,2,1,0,4,71.46
9.66,8,5,1,6,163.16
9.54,10,2,0,4,145.89
8.91,8,3,1,8,157.51
5.1,1,5,0,5,80.53
6.64,10,5,1,2,139.62
8.14,6,1,0,5,109.91
6.38,1,2,1,5,90.02
9.55,6,8,1,0,148.51
8.17,7,1,1,6,131.98
5.36,2,2,1,2,78.73
9.55,9,8,0,0,151.27
9.79,8,3,1,0,139.84
5.39,9,0,0,4,100.68
7.66,10,10,0,1,152.59
6.52,4,1,0,1,75.13
6.96,4,2,0,3,90.41
5.9,8,8,0,6,137.06
7.89,1,8,0,7,120.62
9.79,8,10,0,6,176.28
7.52,7,5,0,8,137.8
5.41,7,10,1,6,143.69
8.1,9,5,1,3,149.07
6.7,10,2,0,8,135.28
9.28,7,4,1,8,160.51
7.17,2,10,1,2,121.89
5.96,1,3,0,7,81.67
5.96,1,9,1,0,93.44
8.84,7,9,1,1,153.95
6.33,5,8,1,7,138.88
8.84,4,8,0,7,143.22
6.03,5,0,0,5,87.11
6.61,10,7,1,7,158.68
7.33,10,8,0,7,157.84
9.72,6,4,0,1,127.46
9.66,10,3,1,2,154.81
6.03,6,9,1,6,141.55
6.79,1,3,1,2,84.25
5.75,2,1,1,1,71.04
7.55,3,8,0,5,122.49
7.3,4,4,0,1,97.99
